Datetime,Close,High,Low,Open,Volume,SMA_50,SMA_200,BB_Upper,BB_Lower,RSI
2024-01-10 01:00:00+00:00,45918.37109375,45936.95703125,45641.05859375,45849.46484375,0,45779.310234375,44481.810703125,47273.46294689469,45725.50931873031,41.710187883729205
2024-01-10 02:00:00+00:00,45955.96484375,46076.859375,45907.65234375,45932.78515625,0,45824.456328125,44495.98826171875,47250.476401898355,45661.66148872665,46.40402098468565
2024-01-10 03:00:00+00:00,46133.37109375,46203.578125,45963.85546875,45968.515625,0,45872.395234375,44509.00591796875,47203.157867909926,45636.56361646507,40.56942523980097
2024-01-10 04:00:00+00:00,45984.8359375,46196.265625,45984.8359375,46132.4453125,67031040,45923.944765625,44520.5404296875,47193.97619855168,45587.46286394831,41.164480944947655
2024-01-10 05:00:00+00:00,45986.03515625,46028.30859375,45928.86328125,45974.7421875,0,45972.720234375,44532.47875,47185.04152920747,45543.612377042526,36.19174048012998
2024-01-10 06:00:00+00:00,46008.4609375,46059.64453125,45914.11328125,45986.62109375,0,46020.574453125,44544.84966796875,47175.621778541914,45507.27001833309,36.06012983068225
2024-01-10 07:00:00+00:00,45792.07421875,46034.2734375,45792.07421875,46025.375,16498688,46063.86453125,44553.056484375,47155.60286132381,45442.771357426194,35.49728294911705
2024-01-10 08:00:00+00:00,45478.453125,45862.83984375,45478.453125,45796.61328125,131371008,46095.627578125,44555.0989453125,47192.90389234797,45329.107045152035,33.235147665785135
2024-01-10 09:00:00+00:00,45663.19140625,45684.234375,45392.0,45392.0,435769344,46128.7184375,44558.99658203125,47134.44659620827,45272.876841291734,32.48796054280497
2024-01-10 10:00:00+00:00,45586.62890625,45741.09375,45586.62890625,45669.05859375,0,46162.4753125,44559.93724609375,47101.61131185216,45203.40821939784,34.156199967767634
2024-01-10 11:00:00+00:00,45470.6875,45676.14453125,45263.34375,45565.4296875,396345344,46196.7225,44560.18203125,47011.32892741449,45152.11638508551,48.766125686722056
2024-01-10 12:00:00+00:00,44726.69140625,45635.15234375,44571.01171875,45526.6484375,592175104,46208.66421875,44557.7317578125,46998.87806882778,44945.679743672226,17.947112972374157
2024-01-10 13:00:00+00:00,45164.1328125,45332.9765625,44483.15234375,44707.5546875,0,46219.590703125,44557.521328125,46911.4324674268,44874.461673198195,32.23482981216365
2024-01-10 14:00:00+00:00,44868.609375,45397.57421875,44868.609375,45150.86328125,48222208,46214.145390625,44555.51353515625,46851.98476832523,44754.558591049776,31.006458330401983
2024-01-10 15:00:00+00:00,45468.13671875,45509.84375,44860.94921875,44890.25390625,466616320,46223.87625,44555.35478515625,46657.32491872245,44807.43953440255,43.32174517642969
2024-01-10 16:00:00+00:00,45388.78125,45567.99609375,45245.921875,45554.265625,985763840,46234.254765625,44553.2884375,46501.10562374649,44838.65179812851,41.690007680500344
2024-01-10 17:00:00+00:00,46406.63671875,46422.4296875,45273.01171875,45328.85546875,1473884160,46261.41125,44556.76123046875,46604.23147741257,44823.381413212424,53.21253935539808
2024-01-10 18:00:00+00:00,46542.5859375,46624.39453125,46108.4609375,46407.35546875,1426112512,46292.875859375,44561.65205078125,46666.2420257559,44791.738052369095,56.57642869118089
2024-01-10 19:00:00+00:00,46492.0546875,46686.44140625,46193.3125,46552.34375,1603776512,46310.863515625,44566.89609375,46732.05724713362,44763.83415911638,55.89786223494199
